Customer_ID,Churn_Probability,Predicted_LTV,Composite_Risk_Score,Segment
CUST01245,0.0,705.9,0.2387,Hibernating
CUST01852,0.0001,579.04,0.2387,Hibernating
CUST00087,0.0001,663.58,0.2387,Hibernating
CUST09538,0.0001,763.98,0.2386,Hibernating
CUST03319,0.0001,873.36,0.2386,Vulnerable
CUST09426,0.0001,788.26,0.2385,Hibernating
CUST06172,0.0001,833.35,0.2385,Hibernating
CUST09944,0.0,979.28,0.2385,Vulnerable
CUST09230,0.0001,839.84,0.2385,Hibernating
CUST09433,0.0,759.75,0.2384,Hibernating
CUST00732,0.0001,758.27,0.2384,Hibernating
CUST08105,0.0001,721.95,0.2384,Hibernating
CUST09371,0.0001,741.29,0.2383,Hibernating
CUST04438,0.0001,703.07,0.2383,Hibernating
CUST06226,0.0001,873.96,0.2383,Vulnerable
CUST02917,0.0,817.06,0.2383,Hibernating
CUST00962,0.0001,832.0,0.2382,Hibernating
CUST02974,0.0,960.14,0.2382,Vulnerable
CUST04624,0.0001,644.91,0.2381,Hibernating
CUST09744,0.0001,797.85,0.2381,Hibernating
CUST02935,0.0001,777.07,0.238,Hibernating
CUST03651,0.0001,820.25,0.238,Hibernating
CUST06001,0.0001,856.38,0.2378,Vulnerable
CUST08707,0.0001,770.7,0.2378,Hibernating
CUST01616,0.0001,859.98,0.2378,Vulnerable
CUST01153,0.0,743.13,0.2377,Hibernating
CUST06248,0.0001,673.39,0.2377,Hibernating
CUST01155,0.0001,773.99,0.2376,Hibernating
CUST04414,0.0001,832.84,0.2376,Hibernating
CUST08678,0.0001,894.58,0.2376,Vulnerable
CUST04396,0.0,734.2,0.2375,Hibernating
CUST09669,0.0001,837.82,0.2375,Hibernating
CUST05906,0.0001,789.32,0.2375,Hibernating
CUST01215,0.0001,909.98,0.2375,Vulnerable
CUST09701,0.0,809.54,0.2374,Hibernating
CUST06087,0.0001,843.88,0.2374,Hibernating
CUST06713,0.0001,881.18,0.2373,Vulnerable
CUST02643,0.0,692.93,0.2373,Hibernating
CUST07066,0.0001,587.09,0.2373,Hibernating
CUST03015,0.0001,737.85,0.2372,Hibernating
CUST02929,0.0,881.51,0.2372,Vulnerable
CUST05766,0.0001,808.56,0.2371,Hibernating
CUST08047,0.0,626.97,0.2371,Hibernating
CUST07239,0.0001,800.48,0.237,Hibernating
CUST07654,0.0,864.04,0.237,Vulnerable
CUST01850,0.0001,719.68,0.237,Hibernating
CUST05114,0.0,812.88,0.237,Hibernating
CUST07578,0.0001,891.33,0.2369,Vulnerable
CUST01944,0.0001,748.52,0.2369,Hibernating
CUST04031,0.0001,743.85,0.2368,Hibernating
CUST06031,0.0,1007.11,0.2367,Vulnerable
CUST06187,0.0001,878.45,0.2367,Vulnerable
CUST00415,0.0,562.96,0.2367,Hibernating
CUST04709,0.0,839.06,0.2366,Hibernating
CUST09822,0.0001,761.61,0.2366,Hibernating
CUST01385,0.0001,480.48,0.2366,Hibernating
CUST03336,0.0001,764.78,0.2366,Hibernating
CUST04123,0.0001,681.1,0.2365,Hibernating
CUST05996,0.0001,883.06,0.2364,Vulnerable
CUST08114,0.0,707.71,0.2362,Hibernating
CUST02535,0.0001,677.05,0.2362,Hibernating
CUST00861,0.0,577.56,0.2362,Hibernating
CUST05253,0.0001,589.31,0.2362,Hibernating
CUST00451,0.0001,747.51,0.2361,Hibernating
CUST04949,0.0,649.86,0.2361,Hibernating
CUST05298,0.0,776.12,0.236,Hibernating
CUST09076,0.0001,831.19,0.2359,Hibernating
CUST01450,0.0,773.3,0.2359,Hibernating
CUST06419,0.0001,830.7,0.2358,Hibernating
CUST03206,0.0,767.89,0.2358,Hibernating
CUST05056,0.0001,790.75,0.2358,Hibernating
CUST07393,0.0001,845.52,0.2358,Hibernating
CUST04640,0.0001,625.66,0.2358,Hibernating
CUST07300,0.0,627.23,0.2357,Hibernating
CUST04009,0.0001,505.5,0.2357,Hibernating
CUST00439,0.0001,773.93,0.2357,Hibernating
CUST01046,0.0001,783.86,0.2357,Hibernating
CUST04350,0.0001,759.92,0.2357,Hibernating
CUST00821,0.0001,729.66,0.2356,Hibernating
CUST06576,0.0001,910.65,0.2356,Vulnerable
CUST05823,0.0,905.54,0.2355,Vulnerable
CUST04861,0.0001,859.87,0.2355,Vulnerable
CUST00347,0.0001,655.87,0.2355,Hibernating
CUST08117,0.0001,806.93,0.2355,Hibernating
CUST06174,0.0001,668.0,0.2354,Hibernating
CUST09163,0.0001,900.98,0.2354,Vulnerable
CUST05119,0.0001,724.64,0.2354,Hibernating
CUST07143,0.0001,849.12,0.2353,Vulnerable
CUST03325,0.0001,572.51,0.2351,Hibernating
CUST02807,0.0,900.15,0.2351,Vulnerable
CUST05908,0.0001,853.21,0.2351,Vulnerable
CUST08132,0.0,907.89,0.235,Vulnerable
CUST06696,0.0001,776.27,0.235,Hibernating
CUST09670,0.0001,692.39,0.2349,Hibernating
CUST09448,0.0002,830.69,0.2348,Hibernating
CUST00943,0.0001,757.24,0.2348,Hibernating
CUST00628,0.0001,610.05,0.2348,Hibernating
CUST03375,0.0001,671.25,0.2348,Hibernating
CUST07601,0.0,610.84,0.2348,Hibernating
CUST04083,0.0001,745.89,0.2348,Hibernating
CUST01399,0.0001,863.21,0.2347,Vulnerable
CUST01255,0.0001,780.57,0.2346,Hibernating
CUST02532,0.0,844.12,0.2346,Hibernating
CUST08030,0.0,897.88,0.2345,Vulnerable
CUST09899,0.0001,707.66,0.2345,Hibernating
CUST01573,0.0001,958.91,0.2345,Vulnerable
CUST08543,0.0001,887.0,0.2345,Vulnerable
CUST04241,0.0,768.3,0.2344,Hibernating
CUST03001,0.0001,610.31,0.2344,Hibernating
CUST04310,0.0002,616.36,0.2344,Hibernating
CUST04465,0.0001,651.79,0.2343,Hibernating
CUST04877,0.0001,770.46,0.2342,Hibernating
CUST06096,0.0001,733.0,0.2342,Hibernating
CUST09313,0.0001,950.94,0.2341,Vulnerable
CUST04763,0.0001,723.93,0.234,Hibernating
CUST04025,0.0,722.88,0.234,Hibernating
CUST01407,0.0001,798.87,0.2339,Hibernating
CUST09039,0.0001,832.29,0.2339,Hibernating
CUST03374,0.0,586.22,0.2339,Hibernating
CUST08912,0.0001,752.29,0.2339,Hibernating
CUST06245,0.0001,644.58,0.2338,Hibernating
CUST01689,0.0001,727.48,0.2338,Hibernating
CUST01818,0.0,693.23,0.2338,Hibernating
CUST06483,0.0001,574.85,0.2337,Hibernating
CUST05262,0.0,771.64,0.2337,Hibernating
CUST08801,0.0001,712.46,0.2336,Hibernating
CUST05813,0.0001,848.31,0.2336,Vulnerable
CUST07778,0.0001,693.05,0.2336,Hibernating
CUST05500,0.0,733.4,0.2336,Hibernating
CUST09740,0.0,523.41,0.2336,Hibernating
CUST03208,0.0,858.76,0.2335,Vulnerable
CUST06723,0.0001,728.13,0.2334,Hibernating
CUST02668,0.0002,878.57,0.2334,Vulnerable
CUST01533,0.0001,793.03,0.2333,Hibernating
CUST01644,0.0001,815.89,0.2333,Hibernating
CUST04557,0.0001,764.08,0.2333,Hibernating
CUST09563,0.0001,901.55,0.2332,Vulnerable
CUST03377,0.0,698.11,0.2332,Hibernating
CUST06016,0.0001,768.11,0.2331,Hibernating
CUST09463,0.0,693.94,0.2331,Hibernating
CUST09929,0.0,605.32,0.233,Hibernating
CUST09255,0.0,602.26,0.233,Hibernating
CUST06919,0.0001,749.67,0.233,Hibernating
CUST04069,0.0,783.45,0.2329,Hibernating
CUST00383,0.0,672.13,0.2328,Hibernating
CUST03475,0.0,596.26,0.2327,Hibernating
CUST02378,0.0001,888.47,0.2327,Vulnerable
CUST08205,0.0001,666.89,0.2327,Hibernating
CUST08860,0.0,687.79,0.2327,Hibernating
CUST00271,0.0001,753.04,0.2327,Hibernating
CUST08784,0.0,828.22,0.2326,Hibernating
CUST03398,0.0001,616.2,0.2326,Hibernating
CUST06191,0.0001,857.88,0.2326,Vulnerable
CUST09094,0.0,744.8,0.2325,Hibernating
CUST09394,0.0002,853.21,0.2325,Vulnerable
CUST03582,0.0001,969.61,0.2325,Vulnerable
CUST03153,0.0001,820.55,0.2325,Hibernating
CUST07216,0.0001,644.07,0.2324,Hibernating
CUST02474,0.0,884.94,0.2323,Vulnerable
CUST07626,0.0,864.19,0.2322,Vulnerable
CUST04945,0.0001,756.91,0.2322,Hibernating
CUST07524,0.0001,806.71,0.2322,Hibernating
CUST02868,0.0001,898.0,0.2321,Vulnerable
CUST09209,0.0,851.14,0.2321,Vulnerable
CUST08528,0.0001,746.77,0.232,Hibernating
CUST01336,0.0,940.83,0.2319,Vulnerable
CUST04224,0.0,735.75,0.2319,Hibernating
CUST06685,0.0,691.36,0.2318,Hibernating
CUST03277,0.0001,492.36,0.2318,Hibernating
CUST08340,0.0001,774.36,0.2317,Hibernating
CUST01725,0.0,526.28,0.2316,Hibernating
CUST01476,0.0001,608.01,0.2315,Hibernating
CUST05072,0.0001,471.33,0.2314,Hibernating
CUST09721,0.0001,610.02,0.2314,Hibernating
CUST03811,0.0001,741.39,0.2314,Hibernating
CUST09886,0.0001,572.93,0.231,Hibernating
CUST06904,0.0,742.43,0.2309,Hibernating
CUST04645,0.0001,804.6,0.2309,Hibernating
CUST01042,0.0001,834.28,0.2309,Hibernating
CUST01470,0.0001,858.61,0.2309,Vulnerable
CUST04948,0.0,618.81,0.2308,Hibernating
CUST03982,0.0001,629.93,0.2308,Hibernating
CUST05197,0.0001,675.94,0.2308,Hibernating
CUST00924,0.0001,590.07,0.2308,Hibernating
CUST00326,0.0001,717.39,0.2308,Hibernating
CUST02059,0.0,926.52,0.2308,Vulnerable
CUST04489,0.0001,892.24,0.2307,Vulnerable
CUST01175,0.0001,793.55,0.2307,Hibernating
CUST01811,0.0001,878.58,0.2307,Vulnerable
CUST07430,0.0,486.14,0.2307,Hibernating
CUST00708,0.0001,740.44,0.2306,Hibernating
CUST08544,0.0001,667.49,0.2306,Hibernating
CUST00971,0.0001,844.62,0.2306,Hibernating
CUST01511,0.0001,673.65,0.2305,Hibernating
CUST05364,0.0001,894.19,0.2305,Vulnerable
CUST00350,0.0001,910.38,0.2304,Vulnerable
CUST04575,0.0,714.3,0.2304,Hibernating
CUST05467,0.0001,707.29,0.2303,Hibernating
CUST09185,0.0,804.4,0.2303,Hibernating
CUST01893,0.0,921.66,0.2302,Vulnerable
CUST06238,0.0001,543.66,0.2301,Hibernating
CUST00535,0.0001,706.94,0.2301,Hibernating
CUST07020,0.0001,546.43,0.23,Hibernating
CUST09117,0.0,663.52,0.23,Hibernating
CUST01462,0.0001,772.01,0.23,Hibernating
CUST05433,0.0001,816.23,0.2299,Hibernating
CUST04265,0.0001,895.73,0.2299,Vulnerable
CUST02875,0.0,824.46,0.2299,Hibernating
CUST00162,0.0001,749.76,0.2299,Hibernating
CUST00510,0.0,751.14,0.2298,Hibernating
CUST01477,0.0001,891.53,0.2298,Vulnerable
CUST01015,0.0,943.59,0.2297,Vulnerable
CUST06236,0.0001,891.88,0.2297,Vulnerable
CUST00280,0.0001,694.3,0.2297,Hibernating
CUST03327,0.0001,851.97,0.2297,Vulnerable
CUST05155,0.0,862.83,0.2297,Vulnerable
CUST03900,0.0001,731.76,0.2297,Hibernating
CUST06092,0.0,687.59,0.2297,Hibernating
CUST08957,0.0,738.41,0.2297,Hibernating
CUST07917,0.0,903.87,0.2296,Vulnerable
CUST03774,0.0001,848.22,0.2296,Vulnerable
CUST08479,0.0,933.01,0.2296,Vulnerable
CUST05873,0.0001,859.78,0.2296,Vulnerable
CUST08383,0.0001,809.76,0.2295,Hibernating
CUST01510,0.0001,884.85,0.2295,Vulnerable
CUST00463,0.0,483.61,0.2294,Hibernating
CUST01214,0.0001,855.14,0.2294,Vulnerable
CUST03562,0.0,937.72,0.2293,Vulnerable
CUST03130,0.0001,822.32,0.2293,Hibernating
CUST09567,0.0001,585.92,0.2293,Hibernating
CUST01305,0.0001,680.77,0.2292,Hibernating
CUST08767,0.0,894.95,0.2292,Vulnerable
CUST08512,0.0001,708.1,0.2292,Hibernating
CUST05746,0.0,708.1,0.2291,Hibernating
CUST07093,0.0001,823.44,0.2291,Hibernating
CUST05083,0.0001,918.93,0.229,Vulnerable
CUST02697,0.0,670.85,0.229,Hibernating
CUST09775,0.0001,872.82,0.229,Vulnerable
CUST01438,0.0,628.46,0.229,Hibernating
CUST02308,0.0001,579.88,0.2289,Hibernating
CUST05555,0.0001,826.36,0.2288,Hibernating
CUST06820,0.0,795.74,0.2288,Hibernating
CUST05144,0.0001,818.65,0.2288,Hibernating
CUST03205,0.0001,815.22,0.2287,Hibernating
CUST04943,0.0001,854.56,0.2286,Vulnerable
CUST03332,0.0001,567.95,0.2286,Hibernating
CUST05573,0.0001,940.21,0.2286,Vulnerable
CUST04228,0.0001,789.41,0.2286,Hibernating
CUST02699,0.0001,659.18,0.2285,Hibernating
CUST06951,0.0001,679.56,0.2285,Hibernating
CUST05673,0.0001,782.85,0.2284,Hibernating
CUST08295,0.0001,774.14,0.2284,Hibernating
CUST00374,0.0001,879.76,0.2284,Vulnerable
CUST05193,0.0,529.05,0.2283,Hibernating
CUST02539,0.0,661.9,0.2283,Hibernating
CUST00052,0.0001,560.46,0.2283,Hibernating
CUST04239,0.0,843.22,0.2281,Hibernating
CUST02254,0.0001,709.99,0.228,Hibernating
CUST00266,0.0,753.83,0.228,Hibernating
CUST04538,0.0001,530.82,0.2279,Hibernating
CUST06457,0.0001,789.07,0.2279,Hibernating
CUST06628,0.0001,539.35,0.2279,Hibernating
CUST03898,0.0,552.68,0.2279,Hibernating
CUST00649,0.0001,828.29,0.2278,Hibernating
CUST03072,0.0001,572.01,0.2278,Hibernating
CUST07739,0.0001,595.1,0.2278,Hibernating
CUST04424,0.0001,589.58,0.2278,Hibernating
CUST02889,0.0001,755.52,0.2278,Hibernating
CUST05989,0.0001,800.54,0.2277,Hibernating
CUST04243,0.0,596.52,0.2277,Hibernating
CUST00187,0.0,929.48,0.2277,Vulnerable
CUST01479,0.0,941.46,0.2276,Vulnerable
CUST01300,0.0,757.64,0.2276,Hibernating
CUST02190,0.0,621.39,0.2276,Hibernating
CUST07454,0.0001,872.47,0.2276,Vulnerable
CUST08269,0.0001,620.22,0.2276,Hibernating
CUST04646,0.0001,871.73,0.2276,Vulnerable
CUST04363,0.0001,856.74,0.2276,Vulnerable
CUST03948,0.0001,836.28,0.2276,Hibernating
CUST05312,0.0001,417.67,0.2275,Hibernating
CUST02894,0.0001,674.98,0.2275,Hibernating
CUST03017,0.0001,845.2,0.2275,Hibernating
CUST09104,0.0,779.62,0.2275,Hibernating
CUST07904,0.0,762.84,0.2274,Hibernating
CUST09368,0.0,955.1,0.2274,Vulnerable
CUST06276,0.0001,726.53,0.2273,Hibernating
CUST04862,0.0001,671.41,0.2272,Hibernating
CUST09553,0.0001,753.67,0.2272,Hibernating
CUST01183,0.0001,646.56,0.2272,Hibernating
CUST04866,0.0001,551.37,0.2272,Hibernating
CUST09235,0.0001,618.67,0.2271,Hibernating
CUST07549,0.0,732.49,0.2271,Hibernating
CUST05599,0.0001,879.33,0.227,Vulnerable
CUST08641,0.0001,783.17,0.227,Hibernating
CUST04818,0.0001,687.47,0.227,Hibernating
CUST08862,0.0001,757.1,0.227,Hibernating
CUST02842,0.0001,717.94,0.2269,Hibernating
CUST02892,0.0001,851.5,0.2269,Vulnerable
CUST02030,0.0002,655.47,0.2269,Hibernating
CUST08986,0.0001,759.28,0.2268,Hibernating
CUST00542,0.0001,703.04,0.2268,Hibernating
CUST02325,0.0001,796.14,0.2268,Hibernating
CUST05341,0.0,698.45,0.2268,Hibernating
CUST04267,0.0001,784.76,0.2268,Hibernating
CUST02046,0.0,889.32,0.2267,Vulnerable
CUST06378,0.0,865.08,0.2267,Vulnerable
CUST05679,0.0001,808.97,0.2267,Hibernating
CUST00075,0.0001,727.39,0.2266,Hibernating
CUST03127,0.0001,721.46,0.2265,Hibernating
CUST09698,0.0001,899.55,0.2265,Vulnerable
CUST05648,0.0001,852.65,0.2264,Vulnerable
CUST07560,0.0001,753.15,0.2264,Hibernating
CUST09431,0.0001,716.67,0.2264,Hibernating
CUST01478,0.0001,786.7,0.2264,Hibernating
CUST04165,0.0001,841.78,0.2263,Hibernating
CUST05936,0.0001,569.22,0.2262,Hibernating
CUST07592,0.0001,817.82,0.2262,Hibernating
CUST03469,0.0001,781.54,0.2261,Hibernating
CUST08630,0.0,952.5,0.2261,Vulnerable
CUST04548,0.0001,719.98,0.226,Hibernating
CUST01742,0.0,605.03,0.2259,Hibernating
CUST01345,0.0001,622.7,0.2259,Hibernating
CUST02346,0.0001,758.67,0.2258,Hibernating
CUST05821,0.0001,742.82,0.2258,Hibernating
CUST07420,0.0001,927.27,0.2258,Vulnerable
CUST07361,0.0001,549.24,0.2258,Hibernating
CUST05295,0.0,893.47,0.2258,Vulnerable
CUST04666,0.0001,890.77,0.2258,Vulnerable
CUST00389,0.0001,746.43,0.2257,Hibernating
CUST09737,0.0001,834.02,0.2257,Hibernating
CUST04710,0.0,771.49,0.2257,Hibernating
CUST06490,0.0,653.04,0.2257,Hibernating
CUST08513,0.0,763.57,0.2255,Hibernating
CUST01713,0.0,754.62,0.2255,Hibernating
CUST00394,0.0001,578.02,0.2255,Hibernating
CUST01982,0.0001,823.0,0.2254,Hibernating
CUST09308,0.0001,848.92,0.2254,Vulnerable
CUST08220,0.0001,689.59,0.2254,Hibernating
CUST00092,0.0,811.43,0.2254,Hibernating
CUST07698,0.0001,741.74,0.2253,Hibernating
CUST05044,0.0001,678.4,0.2253,Hibernating
CUST09812,0.0001,782.61,0.2252,Hibernating
CUST02008,0.0001,845.61,0.2252,Hibernating
CUST09413,0.0001,662.94,0.2252,Hibernating
CUST05715,0.0001,703.74,0.2251,Hibernating
CUST06706,0.0001,670.41,0.225,Hibernating
CUST05361,0.0001,922.16,0.225,Vulnerable
CUST09807,0.0001,923.0,0.225,Vulnerable
CUST05039,0.0001,856.98,0.225,Vulnerable
CUST09978,0.0001,549.22,0.225,Hibernating
CUST09459,0.0001,808.44,0.2249,Hibernating
CUST09135,0.0001,700.13,0.2249,Hibernating
CUST03343,0.0,769.5,0.2248,Hibernating
CUST04023,0.0001,712.17,0.2248,Hibernating
CUST06881,0.0001,705.38,0.2248,Hibernating
CUST06897,0.0001,790.98,0.2247,Hibernating
CUST05665,0.0001,785.09,0.2247,Hibernating
CUST04189,0.0001,839.77,0.2247,Hibernating
CUST06694,0.0001,694.91,0.2247,Hibernating
CUST00728,0.0002,958.9,0.2247,Vulnerable
CUST09816,0.0,918.9,0.2246,Vulnerable
CUST09452,0.0001,664.0,0.2246,Hibernating
CUST08815,0.0001,519.37,0.2245,Hibernating
CUST01408,0.0,674.88,0.2245,Hibernating
CUST02189,0.0,579.7,0.2244,Hibernating
CUST02984,0.0001,865.4,0.2244,Vulnerable
CUST06540,0.0001,778.53,0.2241,Hibernating
CUST07041,0.0001,432.39,0.2241,Hibernating
CUST06246,0.0001,1029.51,0.224,Vulnerable
CUST01109,0.0001,695.58,0.224,Hibernating
CUST09264,0.0001,819.88,0.2239,Hibernating
CUST00230,0.0,789.15,0.2238,Hibernating
CUST01710,0.0001,834.93,0.2238,Hibernating
CUST03458,0.0001,798.07,0.2238,Hibernating
CUST08790,0.0001,891.63,0.2238,Vulnerable
CUST07391,0.0,925.62,0.2238,Vulnerable
CUST04988,0.0001,607.33,0.2237,Hibernating
CUST02782,0.0001,778.05,0.2236,Hibernating
CUST03148,0.0001,872.98,0.2236,Vulnerable
CUST01780,0.0001,443.8,0.2235,Hibernating
CUST03131,0.0001,819.78,0.2235,Hibernating
CUST03232,0.0001,840.75,0.2234,Hibernating
CUST05998,0.0001,761.95,0.2234,Hibernating
CUST04589,0.0,908.96,0.2233,Vulnerable
CUST03064,0.0001,729.27,0.2233,Hibernating
CUST04146,0.0001,1051.57,0.2232,Vulnerable
CUST07987,0.0,849.96,0.2232,Vulnerable
CUST05158,0.0001,828.88,0.2232,Hibernating
CUST02745,0.0001,830.78,0.2231,Hibernating
CUST04351,0.0001,798.57,0.223,Hibernating
CUST02722,0.0,894.95,0.223,Vulnerable
CUST03245,0.0001,808.56,0.223,Hibernating
CUST08935,0.0001,729.28,0.223,Hibernating
CUST07151,0.0,825.99,0.223,Hibernating
CUST02027,0.0001,698.35,0.223,Hibernating
CUST05600,0.0001,809.26,0.223,Hibernating
CUST06928,0.0,852.32,0.223,Vulnerable
CUST07646,0.0,856.81,0.223,Vulnerable
CUST03707,0.0,846.51,0.2229,Vulnerable
CUST01680,0.0,792.03,0.2229,Hibernating
CUST09914,0.0,782.03,0.2229,Hibernating
CUST02301,0.0002,820.45,0.2229,Hibernating
CUST01044,0.0002,515.1,0.2229,Hibernating
CUST03370,0.0001,690.67,0.2228,Hibernating
CUST04999,0.0001,755.74,0.2228,Hibernating
CUST02501,0.0001,669.97,0.2227,Hibernating
CUST09611,0.0,645.52,0.2226,Hibernating
CUST01093,0.0001,768.67,0.2226,Hibernating
CUST02614,0.0001,872.5,0.2226,Vulnerable
CUST03777,0.0001,806.36,0.2226,Hibernating
CUST08866,0.0001,745.14,0.2225,Hibernating
CUST05520,0.0002,826.69,0.2225,Hibernating
CUST02812,0.0001,698.17,0.2224,Hibernating
CUST09123,0.0001,807.49,0.2224,Hibernating
CUST01316,0.0001,577.66,0.2223,Hibernating
CUST04670,0.0,642.61,0.2221,Hibernating
CUST09537,0.0001,714.27,0.2221,Hibernating
CUST07085,0.0001,802.52,0.222,Hibernating
CUST01108,0.0,634.36,0.222,Hibernating
CUST02333,0.0001,873.74,0.2219,Vulnerable
CUST05430,0.0001,665.27,0.2219,Hibernating
CUST00205,0.0,712.3,0.2219,Hibernating
CUST00297,0.0001,776.65,0.2219,Hibernating
CUST06806,0.0,823.58,0.2219,Hibernating
CUST02179,0.0001,780.26,0.2219,Hibernating
CUST02096,0.0001,632.64,0.2218,Hibernating
CUST02700,0.0001,663.13,0.2217,Hibernating
CUST07932,0.0001,742.08,0.2217,Hibernating
CUST06431,0.0,813.22,0.2217,Hibernating
CUST06977,0.0001,831.14,0.2217,Hibernating
CUST08591,0.0001,745.68,0.2217,Hibernating
CUST09327,0.0,693.78,0.2216,Hibernating
CUST00208,0.0001,914.1,0.2216,Vulnerable
CUST09938,0.0001,835.9,0.2215,Hibernating
CUST07972,0.0001,736.77,0.2215,Hibernating
CUST01550,0.0,720.33,0.2215,Hibernating
CUST05598,0.0001,498.64,0.2213,Hibernating
CUST04833,0.0,926.47,0.2213,Vulnerable
CUST09440,0.0,691.85,0.2213,Hibernating
CUST05604,0.0,768.06,0.2212,Hibernating
CUST01775,0.0,872.92,0.2211,Vulnerable
CUST06693,0.0001,783.8,0.2211,Hibernating
CUST03476,0.0001,798.87,0.221,Hibernating
CUST09332,0.0001,682.56,0.2209,Hibernating
CUST01282,0.0001,476.36,0.2209,Hibernating
CUST03149,0.0001,555.55,0.2209,Hibernating
CUST02241,0.0,793.63,0.2208,Hibernating
CUST04527,0.0,573.74,0.2208,Hibernating
CUST01460,0.0,786.71,0.2208,Hibernating
CUST02966,0.0001,938.59,0.2207,Vulnerable
CUST06829,0.0001,759.83,0.2207,Hibernating
CUST01646,0.0,912.27,0.2206,Vulnerable
CUST06249,0.0,689.43,0.2205,Hibernating
CUST04343,0.0,778.28,0.2205,Hibernating
CUST03415,0.0001,893.34,0.2205,Vulnerable
CUST00985,0.0001,764.84,0.2205,Hibernating
CUST09285,0.0,786.03,0.2205,Hibernating
CUST01844,0.0,798.8,0.2205,Hibernating
CUST00299,0.0001,851.12,0.2205,Vulnerable
CUST06283,0.0001,677.4,0.2204,Hibernating
CUST03514,0.0,611.41,0.2204,Hibernating
CUST09077,0.0001,937.3,0.2204,Vulnerable
CUST01788,0.0001,874.44,0.2203,Vulnerable
CUST04602,0.0001,775.25,0.2203,Hibernating
CUST04878,0.0,878.01,0.2203,Vulnerable
CUST08016,0.0001,804.77,0.2202,Hibernating
CUST01634,0.0,710.65,0.2202,Hibernating
CUST05612,0.0001,732.91,0.2202,Hibernating
CUST08332,0.0,693.99,0.2202,Hibernating
CUST08333,0.0002,782.58,0.2201,Hibernating
CUST07164,0.0001,961.44,0.2201,Vulnerable
CUST01993,0.0001,667.4,0.2201,Hibernating
CUST00501,0.0,534.85,0.2201,Hibernating
CUST02185,0.0001,749.7,0.2201,Hibernating
CUST03311,0.0001,788.56,0.2201,Hibernating
CUST06666,0.0,682.89,0.2201,Hibernating
CUST09286,0.0,682.47,0.2201,Hibernating
CUST01328,0.0,635.41,0.22,Hibernating
CUST04888,0.0,902.08,0.22,Vulnerable
CUST08178,0.0001,924.96,0.22,Vulnerable
CUST08722,0.0001,502.15,0.2199,Hibernating
CUST03330,0.0002,834.63,0.2199,Hibernating
CUST03085,0.0,721.25,0.2199,Hibernating
CUST07097,0.0001,918.8,0.2199,Vulnerable
CUST01959,0.0001,467.74,0.2197,Hibernating
CUST02952,0.0001,635.03,0.2197,Hibernating
CUST05779,0.0001,701.59,0.2197,Hibernating
CUST09894,0.0,698.85,0.2197,Hibernating
CUST06567,0.0001,679.81,0.2196,Hibernating
CUST01929,0.0001,827.26,0.2196,Hibernating
CUST09145,0.0001,811.26,0.2196,Hibernating
CUST08085,0.0001,727.97,0.2195,Hibernating
CUST09923,0.0,718.43,0.2194,Hibernating
CUST03974,0.0001,596.1,0.2194,Hibernating
CUST02832,0.0001,677.62,0.2193,Hibernating
CUST03065,0.0001,721.72,0.2193,Hibernating
CUST01063,0.0001,697.79,0.2193,Hibernating
CUST06814,0.0001,730.96,0.2193,Hibernating
CUST09331,0.0,716.47,0.2192,Hibernating
CUST05757,0.0,845.4,0.2192,Hibernating
CUST07374,0.0,831.45,0.2192,Hibernating
CUST04115,0.0,785.73,0.2191,Hibernating
CUST09891,0.0,675.63,0.2191,Hibernating
CUST06583,0.0,683.53,0.2191,Hibernating
CUST05113,0.0,1010.39,0.2189,Vulnerable
CUST05856,0.0,604.73,0.2189,Hibernating
CUST07486,0.0,666.45,0.2188,Hibernating
CUST01675,0.0001,926.81,0.2188,Vulnerable
CUST07471,0.0001,705.46,0.2187,Hibernating
CUST02665,0.0001,823.69,0.2187,Hibernating
CUST04303,0.0001,636.93,0.2187,Hibernating
CUST05231,0.0001,800.92,0.2186,Hibernating
CUST03629,0.0001,832.56,0.2186,Hibernating
CUST06160,0.0001,549.04,0.2186,Hibernating
CUST03917,0.0001,631.76,0.2186,Hibernating
CUST03405,0.0001,885.35,0.2184,Vulnerable
CUST03981,0.0001,512.02,0.2183,Hibernating
CUST01905,0.0001,902.69,0.2182,Vulnerable
CUST02813,0.0,893.45,0.2182,Vulnerable
CUST06342,0.0,759.39,0.2181,Hibernating
CUST00610,0.0,782.21,0.2181,Hibernating
CUST02463,0.0001,451.91,0.2181,Hibernating
CUST03796,0.0001,634.68,0.2181,Hibernating
CUST02723,0.0001,698.9,0.218,Hibernating
CUST05471,0.0002,896.12,0.218,Vulnerable
CUST08805,0.0001,785.33,0.2179,Hibernating
CUST01732,0.0001,901.25,0.2179,Vulnerable
CUST02543,0.0,782.93,0.2178,Hibernating
CUST00166,0.0001,690.9,0.2178,Hibernating
CUST03055,0.0001,439.02,0.2176,Hibernating
CUST08212,0.0001,628.36,0.2173,Hibernating
CUST00239,0.0001,718.32,0.2171,Hibernating
CUST05733,0.0001,462.75,0.2171,Hibernating
CUST02413,0.0,3508.08,0.2171,Vulnerable
CUST00068,0.0,622.36,0.217,Hibernating
CUST04626,0.0001,656.59,0.217,Hibernating
CUST05833,0.0001,632.75,0.217,Hibernating
CUST01152,0.0001,688.67,0.2169,Hibernating
CUST04870,0.0,649.16,0.2169,Hibernating
CUST09252,0.0001,819.77,0.2169,Hibernating
